A,B,C,F,G,H,I,J,K,L,Response,D,E,M,N
79.98126508,0.003373524,-0.224804515,-0.658843887,-0.768816537,-1.222416341,0.883484355,2.202297975,-0.913684971,-0.144104221,0.260722843,Fema,Yes,-0.192280518,80.27940906
-23.56400259,-1.664371695,-0.801924341,-1.145262992,0.831097441,-0.711043666,-1.148014132,0.078691283,1.295263857,0.143639356,0.041712647,Fema,Yes,-0.186174503,-23.3974576
-150.0383034,1.297845791,-1.781562856,0.195069697,-0.678025782,2.011256681,-0.044595426,-0.267594746,0.020334182,-0.761573388,0.942468119,Fema,Yes,-0.642276269,-149.4902046
94.80828623,-0.40013759,0.941857029,-0.550503163,-1.309282046,0.102590328,-1.363247046,1.485733541,-0.285184224,-0.222448484,1.66806235,Fema,Yes,-0.023868611,94.59238016
-32.72633221,0.108305473,-0.416667543,0.550426473,-0.287386365,-1.781785958,-1.084844858,0.367232104,0.07127898,0.662424138,-0.525119851,Fema,Yes,0.836026169,-33.17535463
192.6882299,0.044022276,0.150115227,-0.642952553,0.297514354,-0.060287534,0.278081048,1.149379383,0.588224929,1.547031497,-0.430461912,Male,Yes,1.701256019,193.009658
-141.6311194,-1.506570211,-1.486235803,-0.372840118,-0.785180525,2.052293425,0.985308919,0.137224774,-1.107288422,-1.052777616,0.788687084,Fema,Yes,-1.009528272,-141.3810118
71.05524054,-0.437820045,-1.544771097,-1.000215347,-1.147468652,-1.225435519,0.844362976,-1.079931508,1.929532054,0.087551241,1.126635922,Fema,Yes,-0.199335184,70.5635692
103.5513647,-0.2313193,-1.127581614,-0.775763536,-0.068730777,-1.185218147,1.400777645,2.17299592,-0.398687851,-2.084000059,-0.056068498,Fema,Yes,-1.858073021,103.5910635
244.2452905,-0.091577156,0.686470075,-0.058708457,0.25486799,-0.392430681,0.145093791,0.538716059,1.085213472,-0.180969727,-0.018750841,Male,Yes,-0.101217957,243.0530263
-74.27329967,-2.424537214,-0.894236854,-0.108130863,-1.040695612,-0.314665589,-0.053150691,-0.388810841,-0.419911713,0.638930723,0.676205177,Male,Yes,0.574829001,-74.33168455
10.31525306,-1.610878403,1.090749734,-0.532702792,2.116791021,-1.502396569,-1.777666955,-2.834554505,2.380745351,0.949246474,-0.656463675,Fema,Yes,0.912661464,10.35147318
57.0615242,2.064492861,1.21114529,-1.045253366,-2.030684468,0.286343689,0.608843834,-0.116103939,1.020172712,1.536377054,0.493741777,Fema,Yes,1.427947925,57.56638099
11.93975718,0.610609272,1.219107066,-0.371073467,-0.495144427,-0.707745397,-0.161989148,-0.537445506,0.283345353,-0.460160503,-1.165320435,Male,Yes,-0.116585874,12.50206243
245.8462238,-0.541003976,-0.690177719,0.749876024,0.573708174,-0.711177233,1.103841926,1.512770114,0.99455198,0.255671506,-0.088724413,Male,Yes,0.073173932,245.9129354
42.75418218,0.800552643,1.671416964,0.358033422,-0.226237591,-0.328287701,-0.532641369,0.021967621,0.013416791,0.610780105,0.223394051,Male,Yes,0.685578994,42.6579924
-99.08746596,0.172824675,-0.316141576,-2.313201934,1.140488424,-1.776691019,-0.934783026,0.060009067,-0.853128625,1.332805335,-0.741055533,Fema,Yes,1.280298638,-98.81827193
-95.7498389,-0.479623015,-1.385277584,-0.524741955,-0.082343647,-0.927362928,0.888338862,0.37501992,0.536987914,-1.096924972,-2.263660301,Fema,Yes,-1.141654687,-95.74834992
-99.1008588,1.537600991,0.949775296,-0.106061403,-0.017774873,0.902157982,0.017875323,-0.633162289,-1.507333643,0.377961355,-0.816623531,Male,Yes,-0.019314738,-98.8434419
-114.837316,1.278529189,-0.398061481,0.028408445,-0.50413208,0.209806931,-0.657658004,-0.413762494,-2.716280309,0.600166878,1.544534366,Male,Yes,0.755585246,-115.3464818
325.27543,-0.179924836,0.706573168,0.356366397,1.178779571,0.208274978,0.976639036,1.895889176,1.054451727,1.22244507,1.488252194,Fema,Yes,1.213669477,325.9280236
31.36244222,-0.100866321,0.664236396,0.935638546,0.093230289,0.247434982,0.091124094,-0.42585313,-0.242088711,0.218813126,1.31951239,Fema,Yes,0.354653424,32.11888287
-72.85471748,-0.159012252,0.382598137,-1.857483272,-0.743672175,-1.696131267,0.730183531,0.140671903,0.100159408,1.272953749,-1.216076581,Male,Yes,0.985464108,-72.78093843
110.1480032,1.712177027,-0.980355024,-0.598482234,-0.23090957,-0.030582789,0.941293463,1.297806357,-0.738683037,-0.057805762,0.463423133,Male,Yes,0.311126256,109.9105909
-313.781768,-0.106866966,1.030970085,-0.84107768,-0.274024302,0.265198613,-0.403311809,-0.426350335,-2.98137201,-0.034820274,-1.097869906,Male,Yes,-0.077679649,-313.7242043
-344.8911798,-2.340386385,0.066763734,-0.628073823,-1.401188547,0.44449307,1.446495676,-1.246017026,-0.187877868,-1.237436231,-0.983015761,Fema,Yes,-1.088887404,-345.4128837
-108.2770081,-1.134311594,-0.248419307,0.719668171,-0.640725724,-0.060362494,-0.711040597,-0.60829115,-0.291041463,-0.670125898,-0.740866704,Male,Yes,-0.656749706,-108.1787309
69.45109593,-0.213213876,0.216517835,0.493875845,0.096398954,-0.134916828,-0.360437923,0.469545166,-0.47248146,1.876018712,-0.645297148,Male,Yes,1.639440921,70.06691717
138.829524,-0.204368009,1.630444514,1.631275886,-0.321857005,0.212623761,1.335105853,1.901687952,-1.459383271,-0.867035711,1.78086881,Male,Yes,-0.999390318,139.2166367
210.8137747,-0.011214158,0.28651827,0.393444431,0.682201389,0.352598621,-0.53788475,0.696072045,-0.831492399,-1.330803886,1.359420259,Male,Yes,-1.277176648,210.2559582
26.21238602,-0.553061911,-0.584770936,-0.787032737,-0.081548513,-0.836130127,1.810581761,1.08833521,-0.331308636,-0.768383319,-1.877312818,Male,Yes,-0.883076985,25.77923679
-290.3485718,1.081935218,-0.035095177,0.936445726,0.19796729,0.234821526,2.132153411,-0.794636321,-1.210542994,1.094638375,-0.346249448,Fema,Yes,1.017677355,-290.1995673
-121.4211435,0.625802799,1.773870039,-0.520006588,-0.446577416,-1.015106614,0.228447176,1.064251815,-0.695814196,-0.743873101,-1.565541786,Fema,Yes,-0.636993852,-120.7617466
202.7816962,-1.341496726,-0.050084094,-0.75787086,0.611927193,-1.359780726,-0.041400812,0.521303748,0.148449581,0.422628622,1.489355962,Male,Yes,0.270004212,202.6772041
-53.39360744,-0.034403749,-0.49498571,0.849877075,-0.339032876,-0.013649201,-0.09834549,-0.297673252,-0.672583098,-1.592229488,0.084337925,Male,Yes,-1.603384557,-53.32679798
-55.53668014,-0.657546734,0.415036884,-1.500187658,-0.156454273,0.360537963,-2.491656214,-0.477076406,-0.003553999,0.148822148,-0.404238409,Male,Yes,0.007283459,-55.25385373
147.4671082,-2.320594276,-0.945615796,-0.370704003,0.286904488,-0.067275609,-1.31839587,1.55224318,0.520040615,0.4497121,-0.600657558,Male,Yes,0.590206594,148.3183561
117.0160446,-0.540621007,-0.67619622,-1.03017184,-0.851909964,-1.43877735,0.227847906,0.588986383,1.859205791,0.188121496,-0.569285669,Fema,Yes,0.48320469,116.7798368
-99.13442354,0.088422087,-0.390953375,-0.652408582,0.523891024,1.955912308,0.390093323,0.188778597,0.097400166,-2.772592756,-1.936279806,Fema,Yes,-2.988751823,-98.56583614
-230.1600235,-0.708385052,1.714831609,0.466290044,0.275666549,0.447212087,-0.616121123,-1.641703229,-0.491730108,0.544144752,-0.730873586,Fema,Yes,1.045432593,-230.4608666
197.1960666,-0.630416045,-1.174703823,1.740083315,-1.260884417,-0.705121659,-1.557159339,1.559614387,0.291215455,-0.209090882,0.7484856,Male,Yes,-0.033652555,197.2604025
207.9658114,-0.392785651,-0.260976976,-0.140705551,0.369657207,-1.018766114,0.134662023,-0.093023946,2.944984314,-0.346418571,-1.348781321,Male,Yes,-0.125852771,207.7035987
-133.0724259,-0.719573856,-0.493926707,0.085843105,-1.1439807,-1.09809796,0.512266727,0.504343575,-0.506906615,0.546271867,0.404314343,Fema,Yes,0.45436588,-133.0877142
-9.422182695,-0.207527534,-0.243462635,-0.74751706,-1.856893768,0.588855237,1.158639699,0.245237345,-0.543444313,0.385822722,1.462168845,Male,Yes,0.132127447,-9.353238856
182.6191539,-0.663366022,-0.333458502,0.997393951,-1.044039651,-0.973617954,-0.227693504,0.778589987,-0.00916277,0.897553773,0.757733792,Male,Yes,1.330938326,182.9825461
-2.744692412,0.777604138,-0.324730265,-0.02852887,0.067516857,0.284790599,-0.309377593,-0.655545029,0.336015743,-0.272131756,0.112557531,Fema,Yes,-0.211117419,-2.33453484
135.2449561,1.240477055,-0.953166365,1.325518815,-0.622801025,-0.457329768,0.923183493,0.431597886,1.986898258,1.209655033,-1.462644263,Male,Yes,1.319962456,134.65785
104.1370362,0.058764597,-1.447820355,-0.04437165,-0.55431264,0.408374367,0.312555345,-0.795854621,1.638718992,-0.114477843,0.289802225,Male,Yes,0.044250449,104.5345486
-21.72533023,-0.137260979,-0.119818613,0.038789749,-0.243211445,-0.151272131,-0.724395248,0.4986133,-1.265604111,3.003123295,0.354245431,Male,Yes,2.976915025,-21.52582283
345.7314509,1.042054964,0.032714205,-1.38266225,0.317218045,0.041612328,-0.364792577,2.030063492,-1.386031736,-0.20880225,2.432555795,Male,Yes,-0.173366068,346.682394
78.62691167,-0.613203813,-0.170750272,0.821873007,0.112849633,-1.199517948,-0.079034677,-0.620275583,-0.384438096,-0.283410009,0.672007014,Male,Yes,-0.469038584,78.45229943
283.9362462,0.597212504,0.886864687,0.007617498,1.001331017,-0.182904981,0.896248425,1.297342089,1.801213991,-1.006365522,0.193213553,Fema,Yes,-0.972064701,283.0290616
-539.7928718,0.201986652,-0.48925155,-0.035563429,-1.242666282,0.327590142,-0.001669588,-2.55311828,-1.195586778,0.849912231,-2.104662611,Fema,Yes,0.773004441,-540.2821598
-211.5929013,0.842588796,-2.005125427,0.942314308,0.295779089,-0.044044897,1.959562005,-1.953678563,-0.03299648,1.006107067,-1.389781019,Male,Yes,1.200504652,-211.6401476
-6.249434666,-0.293485055,-0.086455283,-0.163254949,1.740629446,-0.403188307,0.949405524,-0.511040464,-0.057042868,-1.826911378,-1.619359983,Male,Yes,-1.697857425,-5.954718967
2.052911093,-0.599694028,-0.220489081,0.221637365,0.321230014,-0.399500033,-0.300573361,0.902897384,-0.615803823,0.268754128,0.842882482,Fema,Yes,0.173992898,1.994891639
333.1042249,-0.171936807,1.072180742,-0.079859696,-1.012609868,-0.804997724,0.04604371,1.516791103,0.175412905,-0.269272708,3.057101495,Male,Yes,-0.404477444,333.174781
52.56383534,0.678088568,1.09531344,1.015717399,0.585639378,-1.911416631,0.837891518,-0.633376029,0.712359334,-0.560930306,-0.718209712,Male,Yes,-0.81531576,52.41329748
-140.6081261,-1.275889165,0.404671851,0.644842796,-0.554523138,0.962959643,-0.0797269,-0.877861275,0.339490141,0.397000811,0.15473657,Fema,Yes,0.341945354,-140.6730609
-163.0036063,-0.973375968,0.854642729,-0.377546919,-1.306521523,0.072677899,-0.205834025,0.205796804,-0.607887446,-0.034475046,-1.093895057,Male,Yes,-0.042413424,-163.3042711
-44.30740142,-0.449919778,0.735364895,-0.704748512,0.654393421,-0.239585066,1.420228813,0.003110418,-0.747861672,-0.209770582,0.683497819,Fema,Yes,-0.541604606,-44.45365656
-14.05208863,0.792041498,-2.010782269,-0.507036632,-0.550799426,-1.370571918,0.31056471,-0.547355574,0.23345808,-0.675703143,0.115665074,Male,Yes,-0.818654151,-13.98658977
-55.52430739,-0.486876609,1.054878792,0.78748732,0.42733698,-1.247316886,0.455548011,-1.170060617,0.193671328,1.636410786,1.30492731,Fema,Yes,1.587916036,-55.64096164
109.5896683,0.339964984,-0.993123611,0.280441705,0.931848374,-0.267733537,-1.128011331,0.003770889,0.160928168,-0.394849514,0.698457149,Fema,Yes,-0.285152468,110.1844224
-16.72290689,-0.302433157,1.648673473,0.13996283,-0.003208878,-1.371216494,0.198852843,0.494892789,-0.512812083,0.476679257,0.730418333,Fema,Yes,0.149256675,-16.74245158
292.1772512,-0.513686825,-0.989048863,0.326924149,0.66339559,-0.297238113,-1.722577391,-0.524163688,2.594961886,1.373677802,0.605374623,Male,Yes,1.19343515,292.1894123
238.0917619,-0.591908113,-0.435924123,2.548112698,0.292121618,1.029408918,0.102059791,0.488785743,0.439550206,-0.571719033,-0.368436343,Male,Yes,-0.274391719,238.4260686
192.3695327,0.791405289,-1.15093242,0.945273587,-0.157686237,-1.456515575,-0.159246711,0.845546145,0.622596614,1.605773542,0.140549248,Male,Yes,1.73576599,192.4866874
145.8808813,0.213176264,1.663038958,-0.214495106,-0.267747798,0.338315539,1.446792074,1.310264603,1.178031235,0.044129099,0.374137998,Fema,Yes,-0.343143029,145.9491347
108.7024387,-1.092026996,0.171403224,1.169750309,-0.842770864,1.566980816,-1.485289067,0.494130276,0.544584996,-0.513663935,-0.34804805,Male,Yes,-0.328807684,109.7026415
86.1670434,-2.129245672,-0.240936747,-0.139537935,0.567707628,1.304773186,-0.093237701,-0.306872961,0.361002366,-0.22227273,1.016027393,Male,Yes,-0.257513721,86.18232871
188.2470199,0.413427976,1.117863568,-1.658947475,0.773800815,1.085377504,-0.235813775,0.283918948,1.082572772,1.448601514,0.407106743,Fema,Yes,1.291930575,188.4967056
-340.7964875,-0.189417929,-0.972317918,0.240996732,-0.130223166,-0.856302827,1.259875332,-1.595777611,-0.742152162,-0.396523739,-1.00076049,Fema,Yes,-0.404196267,-341.1584109
62.45727355,1.005558242,1.22999928,1.44941785,0.077035184,-1.741774043,0.551636699,0.147530845,-0.551807033,-0.954731444,-0.517541959,Male,Yes,-0.754281042,62.81458898
49.25672158,-0.643267011,1.476075853,0.925065615,0.825932305,0.997844756,0.260080724,-0.26264472,-0.20273458,0.070814521,1.930498218,Fema,Yes,0.526403115,48.98173036
-8.967240883,-0.173420862,0.907802611,1.105651176,1.767131582,0.788092367,-0.298742873,0.669783253,-0.925462513,0.011534476,-0.902623858,Fema,Yes,0.104189756,-9.048063046
-142.5354414,-1.40018895,-1.200823808,0.142014841,1.438353628,-0.665871503,-0.05211112,0.100761782,-0.758856554,0.736410135,0.457174595,Fema,Yes,0.817605668,-143.0121784
-192.5443571,0.668338986,-0.507059956,0.522083253,0.108647125,0.155793931,1.520003518,-0.47232324,-0.479297398,-3.392299993,-0.759934268,Fema,Yes,-3.052060332,-192.6580181
66.87409164,1.001874133,0.660739915,-2.927333725,0.888899028,-0.249863456,-1.500852955,-0.028647088,0.255682352,0.163132093,-0.031334724,Fema,Yes,0.520444852,66.38419823
261.5334944,0.916623287,1.398171053,1.065425474,0.235918839,0.844533848,0.02008027,0.350997113,1.572903278,-0.491351919,0.841199298,Fema,Yes,-0.652884323,262.1779423
135.7569087,-0.227139965,-0.298650507,-0.281490129,-0.746994741,1.511507468,-0.429203915,1.010051054,-0.002845334,-0.791154779,0.251903596,Male,Yes,-0.941745778,135.3878203
25.18774531,-0.360084119,-1.26201921,-0.460453716,-1.126840855,-0.456774394,0.611095946,1.614796379,-0.670758516,0.597939206,0.452399418,Fema,Yes,0.396553538,25.03678455
433.9640046,1.514882294,-0.152794463,-0.381735087,1.292646021,-1.32273312,-0.448282799,1.626431491,0.20806953,-2.262243635,0.990322811,Male,Yes,-2.314071699,433.8428405
-74.88215836,0.433207005,-0.459690986,-0.460901901,-0.84808818,-1.822583497,-1.541677587,0.723668931,-0.50732591,0.192262629,-0.072523498,Fema,Yes,0.243401485,-74.81706267
-306.8668434,0.646046107,-0.999421342,-1.105458413,-0.308035695,1.195975214,-0.280714885,0.468706838,-1.734178644,-1.255755337,-0.384280569,Fema,Yes,-0.778239904,-306.7229016
72.90143612,-2.163097648,1.602863629,-0.083288396,0.679944006,-0.73718517,-0.678329838,-0.174823372,2.254283699,0.259832495,-1.406459655,Fema,Yes,0.220110254,73.80035903
-187.4493487,-0.302221509,-0.70352101,-0.519976246,-1.507909502,-1.776592528,0.312572632,0.80368178,-0.002814782,1.020760727,-2.226283556,Fema,Yes,0.967288055,-187.6214281
26.60011871,1.031319104,-1.155792479,-0.174292134,-1.585852575,-0.308802909,0.19867297,1.23125356,-0.221390498,-0.156303468,-0.173350208,Male,Yes,0.040320691,26.65536752
111.4446369,-0.586557721,0.167423696,0.023976742,2.465396497,-0.714944437,-0.043452213,-0.887852397,-0.077218642,0.174132521,0.435922187,Male,Yes,-0.005798294,112.1937467
27.96630516,-0.426220313,-0.824147269,1.29708162,1.078571286,-0.135872067,-0.596770821,-0.926579698,-0.148292571,-0.634844327,1.563247622,Fema,Yes,-0.716104594,28.63186344
54.49304984,-1.558637629,1.299512412,-0.995360016,-0.309335901,2.063871602,0.117895384,0.78729807,0.683766036,-0.797861099,-0.060836472,Fema,Yes,-1.076839094,54.56896405
-177.3144736,-0.900316838,-1.65976109,-0.62214668,-0.216854388,-1.593738227,-0.792513337,-0.672310182,-0.177184469,1.19779556,0.21500161,Fema,Yes,1.137091962,-177.1645545
-13.0673785,1.079931217,-0.93257023,-1.426937685,0.809740731,-1.684728959,-0.499416761,-0.91359451,-1.094240953,1.131811957,0.375927426,Male,Yes,1.179601075,-13.43478407
352.3384431,1.102947403,1.99762629,-0.292060612,1.134898199,-1.289731349,0.590259008,0.548551778,0.925866196,-0.412345448,0.249346936,Male,Yes,-0.208299469,351.7600793
-170.8303404,-0.912427574,0.177927353,1.309994176,-2.064870677,0.762637301,0.669902846,-1.086870776,0.895146323,0.796371042,1.480641854,Fema,Yes,0.706434313,-171.4328651
164.999424,-0.814708594,0.267483863,-0.211620317,0.934163625,-0.317348881,-0.177927346,0.978730101,-0.382834872,-0.062204801,1.589922991,Fema,Yes,0.040981954,164.7966016
151.4345134,0.33970758,0.181273949,-1.660661429,0.792015224,-0.133974027,0.302537053,1.069634568,-0.312689904,0.322765973,-0.073499403,Male,Yes,0.264710208,150.7416112
-144.3729022,-1.52439515,-0.359744576,0.052278951,-0.02266894,0.569844318,0.741551051,-0.802917411,-0.064728385,1.414609743,-0.724485075,Fema,Yes,1.44940921,-144.5431505
-51.02307992,0.493836776,-1.022506844,-2.255564229,0.049494982,-1.698105819,0.387280475,-0.24945858,-1.570623409,0.880178912,0.841631264,Male,Yes,1.34909485,-50.78615258
207.7421551,-0.436795542,-0.496248066,2.165941359,1.149337833,1.577394646,0.779121639,-0.968736248,1.548829471,0.14685858,0.801690551,Male,Yes,0.186459225,208.0136085
-224.5008873,0.277512869,0.183960077,0.05536379,-1.713335648,-0.527705079,0.093434023,-0.292658034,-1.021237392,-0.5543714,-0.001654861,Fema,Yes,-0.509193872,-224.363723
-220.3544456,0.573477337,0.001497896,-0.950376747,0.243749466,-1.297399598,1.159611701,-2.56474935,-0.74757144,-1.3439731,-0.645388198,Male,Yes,-1.488581346,-220.2283702
168.5561755,0.404761812,-0.30224973,-0.224258934,-0.13190864,0.676460732,-0.382008956,0.895555986,0.329622982,-1.506998398,0.605120084,Male,Yes,-1.647411466,169.0872958
22.65979906,-1.886980797,1.097272,-1.20911442,-1.33101718,-0.047533334,-0.550506131,1.781040512,0.727128064,1.470831693,-1.456067499,Fema,Yes,1.360303922,22.72144852
138.1581202,-0.084223297,-0.54369403,0.571109822,-0.036597293,-0.044139719,1.618459324,-0.002876103,0.924434022,1.01213319,0.287257312,Male,Yes,1.045838929,138.393666
5.538353279,-0.816759307,1.086236517,0.588530016,-0.054402581,2.191634137,0.039529242,-0.674122178,0.15716736,0.724623824,0.176871482,Male,Yes,0.694024534,5.515679793
-154.0081793,-1.374175454,0.911784843,1.34965103,0.463198322,-0.179856361,-0.279375953,-0.835669125,0.45909401,-0.804170877,-1.786289263,Fema,Yes,-0.851010034,-153.8681756
-52.54465459,0.383402801,0.738705318,-1.393769451,1.075603283,-0.216874211,-0.725282047,1.771656668,-0.264781763,-0.364435081,-1.818410707,Fema,Yes,0.107625184,-52.24706659
72.22064549,0.743827395,-1.02448302,0.396442067,-1.241553983,-0.77053624,-0.265254244,-0.536552091,0.161997525,-0.094520585,0.824823138,Male,Yes,-0.078717921,72.44732388
114.0293771,0.663965076,0.612952368,-1.712629323,-0.328727693,0.591726975,-0.476224436,0.694128708,-0.213215237,-1.171190335,0.153288469,Male,Yes,-1.188427983,113.933705
-263.0954848,0.33622471,-0.87505608,-0.908771289,-0.624856856,1.279586231,1.450967059,-2.573836098,-1.485271828,-0.311185652,0.435044728,Male,Yes,-0.433165046,-263.0976248
-280.3601722,-0.731268013,0.914186648,-0.212634065,-0.233973889,0.572706888,-1.130730481,-1.074230979,-1.909084794,1.812700924,-0.604000221,Male,Yes,1.768984529,-280.6829033
177.8769793,1.795560774,0.955159239,0.448603501,-0.763230034,0.247977901,-0.300981808,2.130352391,-0.385946681,-1.090486071,0.964438645,Fema,Yes,-1.028980885,178.0886251
240.5976288,1.016820965,0.555383098,-1.071195169,-0.371350642,-2.373122692,-0.352409555,-0.647967579,1.080097113,-0.101989502,1.45682176,Male,Yes,-0.103406053,240.112441
4.365933519,-1.059964284,2.184058963,0.748356094,0.235528049,1.801381434,0.493092986,1.262916472,0.196880429,-0.68522489,-0.077112535,Fema,Yes,-0.657028522,3.897232581
49.17803403,-0.855084763,0.638912586,0.250453547,0.140504534,-0.654687881,-0.793112383,1.031659056,-0.233622232,1.179335274,-0.171603543,Fema,Yes,1.53350912,49.35597847
-105.3737089,-0.766704855,-0.390392694,-0.625027391,0.001471,1.761266127,0.754095664,0.651781262,-0.998191728,-1.067742011,0.338225474,Fema,Yes,-0.768401268,-105.7122479
207.4307842,-0.481027118,0.370055888,-0.399449029,-0.62808756,0.097724968,0.58295368,1.30184623,-1.060015823,1.136891363,0.689818165,Male,Yes,0.821894416,208.2969648
-93.62649172,-0.050053015,-1.323560187,0.130687254,-1.312790117,1.597513806,0.773138293,-0.557352922,0.6395338,1.618853585,-0.392441185,Fema,Yes,1.56522704,-93.49353061
-264.3193685,-0.215273235,-0.360029733,-2.241448968,0.700357337,2.667322089,-6.84E-05,-0.013033759,-3.007437204,-0.567803288,-1.255067896,Male,No,-1.13302165,-264.3210892
-202.7960954,-0.062878483,0.328603604,0.035397487,-0.057149631,1.304130019,-1.363315697,-0.272678898,-1.755489408,0.891834579,0.714370558,Fema,Yes,0.592122345,-202.9333677
189.8717737,0.805980661,-0.210498149,-0.270363792,-0.669325699,0.107816287,-0.173552449,1.130517335,0.254832345,0.099068363,0.295737439,Male,Yes,0.26441122,189.9095852
168.3102125,-0.101777726,0.636670066,0.480863584,1.683974664,-0.3148517,0.532333295,1.626490533,-0.556097394,0.43056447,0.155784288,Fema,Yes,0.835850176,167.7898147
-8.836510404,0.75746833,-2.541238808,0.512916847,1.866683148,0.623453609,0.890671681,-1.373053536,1.238006936,-0.315603123,-1.606439689,Fema,Yes,-0.57115344,-9.236448968
-158.2230247,-1.303220083,-0.080598516,-1.212515744,-0.340560035,-0.907465981,-0.192404208,-1.577607069,0.161106322,2.079176665,-0.662191444,Male,Yes,2.072851391,-158.5883578
-144.1669894,-0.684810091,-1.536243686,0.46566244,0.402341641,-1.165149841,0.900826487,-1.23482582,-0.578849665,0.056165342,1.139400685,Fema,Yes,0.088959499,-144.2048871
53.29192499,1.082388344,0.560366249,0.541413075,0.360096895,-0.457597085,0.268702077,-0.020724088,0.667315611,-0.045141906,-1.189131172,Male,Yes,0.314290056,53.26898248
-41.9816607,-1.990480182,1.197757222,-0.575486659,-0.815186385,1.110876427,-0.817700049,-1.416999362,0.670680112,-0.2972774,0.690276315,Male,Yes,-0.218041431,-42.40612395
179.7722155,0.139497927,1.222246281,-0.833314369,-0.440946185,-2.815455394,-0.862719472,0.678731622,0.733819109,-0.378207268,1.862544647,Fema,Yes,-0.365151195,180.0525925
187.2469349,0.012417097,0.798761617,-0.748827928,1.254604909,1.148886684,0.278406528,0.897422543,-1.747250016,-1.164875349,-0.093345154,Male,Yes,-0.660852228,187.1678923
-75.58991924,0.746564652,0.890694859,0.71331172,-0.368787577,-0.800105131,-0.553788858,-1.558889272,0.150096962,-0.398021347,0.275136498,Male,Yes,-0.386756804,-74.86383294
-146.0509989,0.032036503,-0.723702264,-0.085002106,0.480244263,-1.301709974,0.369976282,-0.780596856,-0.463154975,0.544523945,-0.076098149,Fema,Yes,0.658533694,-145.8879618
183.7285094,0.209769801,-0.802676714,0.557666547,0.643207142,2.17253574,-1.30960664,0.529282465,0.011037338,0.633898141,1.95495212,Fema,Yes,1.058193909,183.1223788
114.834243,0.362555304,0.986092326,-0.217430605,1.018502458,-0.531771733,-0.260489147,0.172281778,0.685341186,0.07203897,-0.014128791,Fema,Yes,-0.039460919,114.4848521
-62.37705816,-1.872090867,-0.872750374,1.33592899,-0.318537513,0.670609271,0.728397658,-0.649639584,0.291205744,0.604954976,-0.042934182,Male,Yes,0.484717685,-62.13116885
-121.8811753,0.585284312,-0.874387449,-0.616165722,1.48404238,-0.252579516,1.23937857,-0.262804598,-0.408286278,-0.531059822,-1.329065739,Fema,Yes,-0.619929222,-120.8319131
130.2563027,-0.968186064,-0.18883478,1.600267819,0.480424496,0.540123026,2.290467071,-0.332811765,0.487972683,2.642935721,0.568458919,Male,Yes,2.72060023,130.4342212
38.83943067,-2.079486134,-1.516735186,-0.065596487,0.910619885,0.399968729,-1.19417351,-1.327164041,0.42667456,0.086566488,0.313791302,Male,Yes,0.07380871,38.89138154
399.5387375,2.598942428,-2.06918188,-0.631482186,-1.003251862,-1.796647557,0.202639413,2.231720487,1.83822347,0.629788454,-0.322146255,Male,Yes,0.74849875,400.0208174
-180.3684327,0.240431337,1.960286223,-1.47759691,-0.809393715,-1.463643725,0.801109993,-0.798510871,0.302163428,-0.912311048,-2.24599002,Male,Yes,-0.893776287,-180.1632134
4.957895219,-0.822828324,-0.631191942,0.62251914,-0.612625739,-0.467493174,-0.8624933,0.133912923,1.496139637,1.346221073,0.104907165,Fema,Yes,1.128378724,5.430900799
-54.26313355,-1.258196707,0.242988318,0.369879868,0.182014309,-0.05977961,-1.11216507,-0.996044093,1.22037557,-0.203399623,-1.15953989,Fema,Yes,-0.414223685,-54.40312299
-200.1508266,0.838849246,0.097520817,-0.016710011,-2.522048413,0.086470702,-1.546765138,-0.159517684,-0.956240574,-0.205400984,1.487041072,Fema,Yes,-0.471020785,-199.8422332
-53.4492373,-1.471835007,-0.761492212,-0.291837363,-0.985510738,-0.353431749,-1.616474189,-1.656715102,0.164227755,-0.222675101,0.038630552,Male,Yes,-0.356544053,-53.80013407
-311.6027302,0.663385889,-0.442878865,0.0375063,-0.959581558,0.421840063,0.889506683,-0.753216304,-0.64302906,-0.341617434,-2.194766456,Fema,Yes,-0.163714879,-310.4972222
-184.3923551,-2.445227491,-0.743152481,-0.438356166,-2.327604043,1.430556816,-1.323408583,-0.283625452,0.883396842,-0.076339084,-0.77259856,Fema,Yes,-0.310738852,-184.5687147
165.4858725,0.65726769,-0.675593828,0.844995603,0.112737941,-1.557998528,-0.50703477,0.468304908,0.171243545,0.626564251,2.153119793,Fema,Yes,0.547183395,165.7427089
200.1215987,0.097750802,-0.95837448,0.046135059,0.197828168,-1.532921053,-1.711970164,-0.323457472,0.158433847,-1.31097037,1.315137666,Male,Yes,-1.124995303,200.508578
24.42916369,0.737521513,0.002385198,0.81653488,-0.272532748,-0.518678687,-0.283397774,-0.589697796,-0.210188814,-1.292001251,0.863017153,Male,Yes,-1.252239464,24.62054393
-90.44633329,0.922355087,0.247875268,0.957312404,-0.165710545,1.76345327,-2.100679593,-2.43813256,1.81765869,1.518517692,-0.021282993,Fema,Yes,1.632623652,-90.23988213
202.1902118,1.627961199,-1.081774475,-0.021666472,2.27027653,0.060091575,-0.271983314,0.355875559,0.419410352,0.276492753,-1.070871009,Male,Yes,0.451910165,201.9780666
